source_name,source_type,source_RA,source_DEC,22present,27present
4FGL_J0402.1-3147,fsrq,60.5483,-31.7926,1,1
4FGL_J0128.5+4440,fsrq,22.1438,44.6777,1,1
4FGL_J1957.1-3231,fsrq,299.2864,-32.5246,1,1
4FGL_J1326.9+2210,fsrq,201.7295,22.1732,1,1
4FGL_J0259.5+1924,fsrq,44.8791,19.4082,1,1
4FGL_J0945.5+4635,fsrq,146.3864,46.5992,1,1
4FGL_J2114.8+2831,fsrq,318.7165,28.5222,1,1
4FGL_J1730.6+0024,fsrq,262.6628,0.4095,1,1
4FGL_J2000.9-1748,fsrq,300.2346,-17.8164,1,1
4FGL_J0108.1-0039,fsrq,17.0276,-0.6587,1,1
4FGL_J0505.8-0419,fsrq,76.4598,-4.3182,1,1
4FGL_J0946.6+1016,fsrq,146.6613,10.2770,1,1
4FGL_J1056.8+7012,fsrq,164.2076,70.2019,1,1
4FGL_J1618.0+5139,fsrq,244.5156,51.6653,1,1
4FGL_J2237.0-3921,fsrq,339.2686,-39.3570,1,1
4FGL_J0039.0-0946,fsrq,9.7556,-9.7828,1,1
4FGL_J1902.9-6748,fsrq,285.7432,-67.8068,1,1
4FGL_J1418.7-3504,fsrq,214.6792,-35.0721,1,1
4FGL_J0001.5+2113,fsrq,0.3815,21.2183,1,1
4FGL_J0312.8+0134,fsrq,48.2222,1.5724,1,1
4FGL_J0257.9-1215,fsrq,44.4920,-12.2637,1,1
4FGL_J1807.9-6412,fsrq,271.9926,-64.2090,1,1
4FGL_J2256.0-2740,fsrq,344.0247,-27.6739,1,1
4FGL_J0928.1-2035,fsrq,142.0478,-20.5973,1,1
4FGL_J1114.5-0819,fsrq,168.6421,-8.3224,1,1
4FGL_J0741.4-4709,fsrq,115.3556,-47.1636,1,1
4FGL_J1933.2-4539,fsrq,293.3143,-45.6508,1,1
4FGL_J0037.6+3653,fsrq,9.4045,36.8964,1,1
4FGL_J1023.1+3949,fsrq,155.7885,39.8226,1,1
4FGL_J2225.7-0457,fsrq,336.4321,-4.9537,1,1
4FGL_J1955.2+1358,fsrq,298.8201,13.9824,1,1
4FGL_J0429.3-4326,fsrq,67.3427,-43.4442,1,1
4FGL_J0236.8-6136,fsrq,39.2021,-61.6106,1,1
4FGL_J1358.1+7642,fsrq,209.5283,76.7064,1,1
4FGL_J0726.4-4727,fsrq,111.6131,-47.4589,1,1
4FGL_J0343.4+3621,fsrq,55.8726,36.3564,1,1
4FGL_J0634.9-2335,fsrq,98.7305,-23.5949,1,1
4FGL_J2115.4+2932,fsrq,318.8737,29.5456,1,1
4FGL_J1830.1+0617,fsrq,277.5363,6.2878,1,1
4FGL_J0501.2-0158,fsrq,75.3023,-1.9749,1,1
4FGL_J2000.3-2930,fsrq,300.0815,-29.5103,1,1
4FGL_J0303.6-6211,fsrq,45.9245,-62.1899,1,1
4FGL_J1422.3+3223,fsrq,215.5772,32.3911,1,1
4FGL_J1628.8-6149,fsrq,247.2171,-61.8313,1,1
4FGL_J0608.0-0835,fsrq,92.0101,-8.5857,1,1
4FGL_J0956.7+2516,fsrq,149.1761,25.2817,1,1
4FGL_J1522.1+3144,fsrq,230.5454,31.7395,1,1
4FGL_J0824.9+3915,fsrq,126.2361,39.2574,1,1
4FGL_J0710.8-3851,fsrq,107.7245,-38.8513,1,1
4FGL_J2236.3+2828,fsrq,339.0962,28.4832,1,1
4FGL_J2005.8+6424,fsrq,301.4640,64.4002,1,1
4FGL_J0005.9+3824,fsrq,1.4986,38.4010,1,1
4FGL_J1158.5+4824,fsrq,179.6365,48.4161,1,1
4FGL_J1016.0+0512,fsrq,154.0093,5.2089,1,1
4FGL_J0608.1-1521,fsrq,92.0302,-15.3639,1,1
4FGL_J2323.6-0617,fsrq,350.9157,-6.2953,1,1
4FGL_J0612.5-3138,fsrq,93.1280,-31.6381,1,1
4FGL_J1326.7-0503,fsrq,201.6993,-5.0629,1,1
4FGL_J0252.8-2219,fsrq,43.2007,-22.3203,1,1
4FGL_J2349.4+0534,fsrq,357.3558,5.5790,1,1
4FGL_J0050.0-5736,fsrq,12.5197,-57.6164,1,1
4FGL_J1814.4+2953,fsrq,273.6152,29.8943,1,1
4FGL_J0833.4-0458,fsrq,128.3651,-4.9696,1,1
4FGL_J0449.6-8100,fsrq,72.4000,-81.0129,1,1
4FGL_J0252.9+3834,fsrq,43.2466,38.5774,1,1
4FGL_J0019.6+7327,fsrq,4.9031,73.4560,1,1
4FGL_J0129.8+1440,fsrq,22.4682,14.6816,1,1
4FGL_J0030.3-4224,fsrq,7.5958,-42.4127,1,1
4FGL_J1059.5+2057,fsrq,164.8783,20.9524,1,1
4FGL_J2335.4-0128,fsrq,353.8688,-1.4760,1,1
4FGL_J2034.6+1154,fsrq,308.6504,11.9035,1,1
4FGL_J0517.5+0858,fsrq,79.3941,8.9792,1,1
4FGL_J2322.1+4440,fsrq,350.5334,44.6736,1,1
4FGL_J1148.5+2629,fsrq,177.1413,26.4986,1,1
4FGL_J0515.6-4556,fsrq,78.9059,-45.9483,1,1
4FGL_J2219.2-0342,fsrq,334.8235,-3.7102,1,1
4FGL_J1829.2-5813,fsrq,277.3108,-58.2323,1,1
4FGL_J0701.5-4634,fsrq,105.3906,-46.5729,1,1
4FGL_J0403.3+2601,fsrq,60.8391,26.0206,1,1
4FGL_J1357.1+1921,fsrq,209.2902,19.3608,1,1
4FGL_J1722.6+6104,fsrq,260.6624,61.0734,1,1
4FGL_J2010.0+0726,fsrq,302.5046,7.4449,1,1
4FGL_J0440.3-4333,fsrq,70.0881,-43.5532,1,1
4FGL_J1608.7+1029,fsrq,242.1764,10.4938,1,1
4FGL_J0222.0-1616,fsrq,35.5197,-16.2787,1,1
4FGL_J0718.0+4536,fsrq,109.5159,45.6163,1,1
4FGL_J0051.5-4220,fsrq,12.8793,-42.3455,1,1
4FGL_J2359.0+3922,fsrq,359.7548,39.3669,1,1
4FGL_J1848.5+3243,fsrq,282.1456,32.7309,1,1
4FGL_J2323.5-0317,fsrq,350.8884,-3.2900,1,1
4FGL_J0117.8-2109,fsrq,19.4543,-21.1578,1,1
4FGL_J2150.7-2810,fsrq,327.6984,-28.1728,1,1
4FGL_J1145.5+4423,fsrq,176.3974,44.3873,1,1
4FGL_J0550.3-5733,fsrq,87.5847,-57.5536,1,1
4FGL_J0857.9-1949,fsrq,134.4911,-19.8175,1,1
4FGL_J1709.7+4318,fsrq,257.4316,43.3109,1,1
4FGL_J1715.8+2151,fsrq,258.9694,21.8607,1,1
4FGL_J2336.6-4115,fsrq,354.1636,-41.2579,1,1
4FGL_J0532.9-8325,fsrq,83.2454,-83.4324,1,1
4FGL_J0924.0+2816,fsrq,141.0049,28.2755,1,1
4FGL_J2201.8+5048,fsrq,330.4532,50.8053,1,1
4FGL_J0243.2-0550,fsrq,40.8176,-5.8465,1,1
4FGL_J1145.7+0453,fsrq,176.4302,4.8979,1,1
4FGL_J1549.5+0236,fsrq,237.3851,2.6084,1,1
4FGL_J0239.7+0415,fsrq,39.9403,4.2643,1,1
4FGL_J1238.5-1201,fsrq,189.6253,-12.0280,1,1
4FGL_J1454.1+1622,fsrq,223.5443,16.3747,1,1
4FGL_J0806.5+4503,fsrq,121.6284,45.0605,1,1
4FGL_J0909.1+0121,fsrq,137.2967,1.3557,1,1
4FGL_J0956.0+3936,fsrq,149.0080,39.6055,1,1
4FGL_J1107.0-4449,fsrq,166.7749,-44.8323,1,1
4FGL_J0654.3+5042,fsrq,103.5962,50.7027,1,1
4FGL_J1753.7+2847,fsrq,268.4333,28.7967,1,1
4FGL_J1506.1+3731,fsrq,226.5347,37.5183,1,1
4FGL_J0930.9+0033,fsrq,142.7476,0.5575,1,1
4FGL_J1135.7-0427,fsrq,173.9425,-4.4634,1,1
4FGL_J0457.0+0646,fsrq,74.2545,6.7804,1,1
4FGL_J2203.4+1725,fsrq,330.8721,17.4318,1,1
4FGL_J1354.8-1041,fsrq,208.7180,-10.6932,1,1
4FGL_J2101.4-2935,fsrq,315.3664,-29.5926,1,1
4FGL_J0904.6+4238,fsrq,136.1644,42.6497,1,1
4FGL_J0118.9-2141,fsrq,19.7254,-21.6948,1,1
4FGL_J2321.9+3204,fsrq,350.4779,32.0737,1,1
4FGL_J0442.6-0017,fsrq,70.6612,-0.2961,1,1
4FGL_J1635.6+3628,fsrq,248.9229,36.4795,1,1
4FGL_J1438.0-3128,fsrq,219.5079,-31.4679,1,1
4FGL_J1220.1+7105,fsrq,185.0438,71.0920,1,1
4FGL_J1604.6+5714,fsrq,241.1585,57.2381,1,1
4FGL_J0010.6-3025,fsrq,2.6675,-30.4258,1,1
4FGL_J1509.6-4334,fsrq,227.4159,-43.5775,1,1
4FGL_J1616.6+4630,fsrq,244.1596,46.5099,1,1
4FGL_J0343.2-2529,fsrq,55.8136,-25.4943,1,1
4FGL_J2258.1-2759,fsrq,344.5288,-27.9843,1,1
4FGL_J0449.1+1121,fsrq,72.2823,11.3569,1,1
4FGL_J1127.8+3618,fsrq,171.9639,36.3140,1,1
4FGL_J0610.9-6054,fsrq,92.7305,-60.9164,1,1
4FGL_J2056.2-4714,fsrq,314.0715,-47.2369,1,1
4FGL_J0526.2-4830,fsrq,81.5714,-48.5151,1,1
4FGL_J1350.8+3033,fsrq,207.7148,30.5588,1,1
4FGL_J1219.0+4827,fsrq,184.7664,48.4510,1,1
4FGL_J1911.2-2006,fsrq,287.8078,-20.1137,1,1
4FGL_J2225.6+2120,fsrq,336.4136,21.3418,1,1
4FGL_J1147.8-0724,fsrq,176.9608,-7.4144,1,1
4FGL_J0104.8-2416,fsrq,16.2146,-24.2808,1,1
4FGL_J0301.6-7155,fsrq,45.4036,-71.9279,1,1
4FGL_J0945.2+5200,fsrq,146.3162,52.0053,1,1
4FGL_J0336.8-3612,fsrq,54.2199,-36.2127,1,1
4FGL_J0224.2+0700,fsrq,36.0577,7.0126,1,1
4FGL_J1050.1+0432,fsrq,162.5464,4.5377,1,1
4FGL_J0112.8+3208,fsrq,18.2227,32.1399,1,1
4FGL_J0109.7+6133,fsrq,17.4450,61.5615,1,1
4FGL_J1147.4-6758,fsrq,176.8737,-67.9810,1,1
4FGL_J0823.1+4042,fsrq,125.7997,40.7077,1,1
4FGL_J2201.5-8339,fsrq,330.3787,-83.6631,1,1
4FGL_J2119.6-1105,fsrq,319.9241,-11.0910,1,1
4FGL_J2331.0-2147,fsrq,352.7632,-21.7953,1,1
4FGL_J1354.3-0206,fsrq,208.5972,-2.1099,1,1
4FGL_J2248.9+2106,fsrq,342.2461,21.1159,1,1
4FGL_J0348.5-2749,fsrq,57.1417,-27.8303,1,1
4FGL_J0638.6+7320,fsrq,99.6711,73.3438,1,1
4FGL_J2024.6-3252,fsrq,306.1581,-32.8740,1,1
4FGL_J1301.6+3336,fsrq,195.4176,33.6097,1,1
4FGL_J0112.1-0321,fsrq,18.0308,-3.3626,1,1
4FGL_J0023.7+4457,fsrq,5.9477,44.9510,1,1
4FGL_J1057.3-2341,fsrq,164.3423,-23.6889,1,1
4FGL_J1434.2+4204,fsrq,218.5574,42.0689,1,1
4FGL_J0339.5-0146,fsrq,54.8771,-1.7769,1,1
4FGL_J1443.9+2501,fsrq,220.9933,25.0291,1,1
4FGL_J1553.6+1257,fsrq,238.4015,12.9524,1,1
4FGL_J0059.2+0006,fsrq,14.8073,0.1166,1,1
4FGL_J2321.9+2734,fsrq,350.4920,27.5717,1,1
4FGL_J1433.0-1801,fsrq,218.2535,-18.0196,1,1
4FGL_J2025.6-0735,fsrq,306.4220,-7.5945,1,1
4FGL_J1037.7-2822,fsrq,159.4274,-28.3816,1,1
4FGL_J2331.3-1558,fsrq,352.8388,-15.9777,1,1
4FGL_J0601.4+2320,fsrq,90.3703,23.3478,1,1
4FGL_J0041.4+3800,fsrq,10.3697,38.0097,1,1
4FGL_J0507.7-6104,fsrq,76.9327,-61.0814,1,1
4FGL_J1441.6-1522,fsrq,220.4144,-15.3755,1,1
4FGL_J0051.1-0648,fsrq,12.7824,-6.8096,1,1
4FGL_J1657.0+6010,fsrq,254.2575,60.1676,1,1
4FGL_J1402.6-3330,fsrq,210.6652,-33.5045,1,1
4FGL_J1333.7+5056,fsrq,203.4395,50.9366,1,1
4FGL_J1344.2-1723,fsrq,206.0601,-17.3978,1,1
4FGL_J2023.6-1139,fsrq,305.9032,-11.6585,1,1
4FGL_J0746.0-0039,fsrq,116.5246,-0.6543,1,1
4FGL_J2143.5+1743,fsrq,325.8942,17.7306,1,1
4FGL_J2157.5+3127,fsrq,329.3862,31.4552,1,1
4FGL_J1717.6-5154,fsrq,259.4026,-51.9090,1,1
4FGL_J1018.4+3540,fsrq,154.6072,35.6802,1,1
4FGL_J2135.3-5006,fsrq,323.8362,-50.1015,1,1
4FGL_J2207.5-5346,fsrq,331.8922,-53.7719,1,1
4FGL_J0818.8+3229,fsrq,124.7050,32.4885,1,1
4FGL_J1316.1-3338,fsrq,199.0252,-33.6365,1,1
4FGL_J0202.4+0849,fsrq,30.6187,8.8288,1,1
4FGL_J1322.6-0936,fsrq,200.6637,-9.6075,1,1
4FGL_J1419.5+3821,fsrq,214.8944,38.3657,1,1
4FGL_J0721.3+0405,fsrq,110.3475,4.0914,1,1
4FGL_J2144.3-7802,fsrq,326.0853,-78.0344,1,1
4FGL_J0206.0-0958,fsrq,31.5185,-9.9692,1,1
4FGL_J1401.2-0915,fsrq,210.3061,-9.2577,1,1
4FGL_J1923.5-2104,fsrq,290.8763,-21.0710,1,1
4FGL_J0608.1-6028,fsrq,92.0280,-60.4755,1,1
4FGL_J0917.1-2131,fsrq,139.2826,-21.5252,1,1
4FGL_J1033.1+4115,fsrq,158.2752,41.2620,1,1
4FGL_J0835.2-2243,fsrq,128.8091,-22.7282,1,1
4FGL_J1011.3-0427,fsrq,152.8253,-4.4577,1,1
4FGL_J0451.8-4651,fsrq,72.9556,-46.8575,1,1
4FGL_J1939.5-1525,fsrq,294.8772,-15.4256,1,1
4FGL_J1426.4+3625,fsrq,216.6189,36.4327,1,1
4FGL_J0609.0-2219,fsrq,92.2620,-22.3316,1,1
4FGL_J0805.4+6147,fsrq,121.3557,61.7937,1,1
4FGL_J1359.7+4012,fsrq,209.9276,40.2153,1,1
4FGL_J0025.2-2231,fsrq,6.3034,-22.5328,1,1
4FGL_J2219.2+1806,fsrq,334.8127,18.1026,1,1
4FGL_J1145.7-6949,fsrq,176.4382,-69.8314,1,1
4FGL_J0643.3+0857,fsrq,100.8345,8.9525,1,1
4FGL_J1258.6-1759,fsrq,194.6635,-17.9958,1,1
4FGL_J0315.9-1033,fsrq,48.9922,-10.5522,1,1
4FGL_J0217.0-0821,fsrq,34.2517,-8.3586,1,1
4FGL_J1557.9-0001,fsrq,239.4851,-0.0244,1,1
4FGL_J1322.0+8317,fsrq,200.5015,83.2845,1,1
4FGL_J1039.7-1540,fsrq,159.9289,-15.6697,1,1
4FGL_J2123.6+0535,fsrq,320.9206,5.5920,1,1
4FGL_J2035.4+1056,fsrq,308.8517,10.9380,1,1
4FGL_J1637.7+4717,fsrq,249.4342,47.2913,1,1
4FGL_J0227.2+3928,fsrq,36.8053,39.4704,1,1
4FGL_J1727.4+4530,fsrq,261.8521,45.5108,1,1
4FGL_J1542.3+1801,fsrq,235.5792,18.0322,1,1
4FGL_J1337.6-1257,fsrq,204.4240,-12.9517,1,1
4FGL_J1246.7-2548,fsrq,191.6887,-25.8018,1,1
4FGL_J2110.2-1021,fsrq,317.5641,-10.3603,1,0
4FGL_J0940.9-1335,fsrq,145.2438,-13.5891,1,1
4FGL_J1615.6+4712,fsrq,243.9222,47.2028,1,1
4FGL_J0137.6-2430,fsrq,24.4069,-24.5163,1,1
4FGL_J1645.6+6329,fsrq,251.4051,63.4958,1,1
4FGL_J0850.1-1212,fsrq,132.5412,-12.2121,1,1
4FGL_J2011.6-1546,fsrq,302.9159,-15.7742,1,1
4FGL_J0903.1+4652,fsrq,135.7950,46.8688,1,1
4FGL_J1341.8-2053,fsrq,205.4610,-20.8901,1,1
4FGL_J0848.0-0524,fsrq,132.0034,-5.4147,1,1
4FGL_J0824.4+2440,fsrq,126.1081,24.6709,1,1
4FGL_J0752.2+3313,fsrq,118.0554,33.2320,1,1
4FGL_J0601.8-2003,fsrq,90.4729,-20.0590,1,1
4FGL_J0648.4-1743,fsrq,102.1110,-17.7231,1,1
4FGL_J0912.2+4127,fsrq,138.0559,41.4563,1,1
4FGL_J0855.9+7144,fsrq,133.9754,71.7419,1,1
4FGL_J1107.7-3042,fsrq,166.9327,-30.7153,1,1
4FGL_J1127.4+5648,fsrq,171.8648,56.8032,1,1
4FGL_J0231.2-4745,fsrq,37.8209,-47.7654,1,1
4FGL_J0601.1-7035,fsrq,90.2958,-70.5895,1,1
4FGL_J1941.3-6210,fsrq,295.3468,-62.1753,1,1
4FGL_J0310.9+3815,fsrq,47.7297,38.2552,1,1
4FGL_J1744.2-0353,fsrq,266.0522,-3.8891,1,1
4FGL_J0253.2-5441,fsrq,43.3062,-54.6936,1,1
4FGL_J0957.3-1348,fsrq,149.3314,-13.8141,1,1
4FGL_J0101.8-7543,fsrq,15.4727,-75.7324,1,1
4FGL_J2118.0+0019,fsrq,319.5046,0.3295,1,1
4FGL_J0659.6-2742,fsrq,104.9066,-27.7013,1,1
4FGL_J0358.9+6004,fsrq,59.7328,60.0767,1,1
4FGL_J0808.5+4950,fsrq,122.1299,49.8338,1,1
4FGL_J2332.1-4118,fsrq,353.0254,-41.3015,1,1
4FGL_J0827.8+5221,fsrq,126.9611,52.3599,1,1
4FGL_J0228.3-5547,fsrq,37.0854,-55.7931,1,1
4FGL_J0510.0+1800,fsrq,77.5181,18.0135,1,1
4FGL_J1557.9-1404,fsrq,239.4939,-14.0739,1,1
4FGL_J0505.3+0459,fsrq,76.3431,4.9994,1,1
4FGL_J0422.1-0644,fsrq,65.5343,-6.7410,1,1
4FGL_J0422.8+0225,fsrq,65.7022,2.4276,1,1
4FGL_J1659.0+2627,fsrq,254.7699,26.4639,1,1
4FGL_J1103.0+1157,fsrq,165.7722,11.9654,1,1
4FGL_J1337.4+5502,fsrq,204.3668,55.0418,1,1
4FGL_J0332.1-1123,fsrq,53.0335,-11.3949,1,1
4FGL_J1937.2-3958,fsrq,294.3092,-39.9825,1,1
4FGL_J1333.2+2725,fsrq,203.3227,27.4221,1,1
4FGL_J1027.9+0252,fsrq,156.9852,2.8785,1,1
4FGL_J1513.4-3231,fsrq,228.3690,-32.5265,1,1
4FGL_J1842.3+6810,fsrq,280.5846,68.1686,1,1
4FGL_J1112.5+3448,fsrq,168.1469,34.8022,1,1
4FGL_J1320.7+3314,fsrq,200.1854,33.2378,1,1
4FGL_J2244.2+4057,fsrq,341.0614,40.9597,1,1
4FGL_J1018.4+0528,fsrq,154.6172,5.4702,1,1
4FGL_J2235.3-4836,fsrq,338.8409,-48.6015,1,1
4FGL_J1527.3+3117,fsrq,231.8486,31.2989,1,1
4FGL_J2141.8-3727,fsrq,325.4622,-37.4545,1,1
4FGL_J0509.4+1012,fsrq,77.3510,10.2008,1,1
4FGL_J1834.2+3136,fsrq,278.5631,31.6035,1,1
4FGL_J1343.6+5755,fsrq,205.9118,57.9178,1,1
4FGL_J0729.1+5703,fsrq,112.2857,57.0558,1,1
4FGL_J1446.7+1719,fsrq,221.6884,17.3237,1,1
4FGL_J1728.0+1216,fsrq,262.0202,12.2756,1,1
4FGL_J1700.0+6830,fsrq,255.0215,68.5042,1,1
4FGL_J1334.5+5634,fsrq,203.6377,56.5723,1,1
4FGL_J0733.8+0455,fsrq,113.4722,4.9282,1,1
4FGL_J0336.4+3224,fsrq,54.1015,32.4111,1,1
4FGL_J0413.1-5332,fsrq,63.2773,-53.5483,1,1
4FGL_J1338.0+6534,fsrq,204.5156,65.5696,1,1
4FGL_J1321.1+2216,fsrq,200.2958,22.2808,1,1
4FGL_J0205.2+3212,fsrq,31.3089,32.2030,1,1
4FGL_J1347.6-3751,fsrq,206.9135,-37.8633,1,1
4FGL_J1808.1-5013,fsrq,272.0322,-50.2207,1,1
4FGL_J2145.0-3356,fsrq,326.2533,-33.9439,1,1
4FGL_J1512.2+0202,fsrq,228.0702,2.0403,1,1
4FGL_J1510.8-0542,fsrq,227.7067,-5.7106,1,1
4FGL_J1213.6+1306,fsrq,183.4100,13.1154,1,1
4FGL_J0337.8-1157,fsrq,54.4743,-11.9597,1,1
4FGL_J1617.9-7718,fsrq,244.4806,-77.3040,1,1
4FGL_J1650.7+0831,fsrq,252.6996,8.5182,1,1
4FGL_J1924.8-2914,fsrq,291.2136,-29.2468,1,1
4FGL_J1332.6-1256,fsrq,203.1543,-12.9436,1,1
4FGL_J2000.6-1328,fsrq,300.1578,-13.4695,1,1
4FGL_J1703.6-6213,fsrq,255.9117,-62.2215,1,1
4FGL_J2025.2+0317,fsrq,306.3085,3.2893,1,1
4FGL_J1222.5+0414,fsrq,185.6271,4.2389,1,1
4FGL_J0113.1-3553,fsrq,18.2893,-35.8940,1,1
4FGL_J0633.4-2222,fsrq,98.3696,-22.3724,1,1
4FGL_J0157.7-4614,fsrq,29.4353,-46.2431,1,1
4FGL_J0503.1-6045,fsrq,75.7995,-60.7520,1,1
4FGL_J0958.4+5042,fsrq,149.6057,50.7000,1,1
4FGL_J0102.4+4214,fsrq,15.6069,42.2371,1,1
4FGL_J1010.8-0158,fsrq,152.7038,-1.9817,1,1
4FGL_J0957.6+5523,fsrq,149.4161,55.3838,1,1
4FGL_J2146.4-1528,fsrq,326.6210,-15.4757,1,1
4FGL_J1716.1+6836,fsrq,259.0315,68.6063,1,1
4FGL_J2030.2-0620,fsrq,307.5641,-6.3432,1,1
4FGL_J0455.7-4617,fsrq,73.9463,-46.2871,1,1
4FGL_J1018.3-3124,fsrq,154.5913,-31.4032,1,1
4FGL_J2327.5+0939,fsrq,351.8959,9.6543,1,1
4FGL_J1359.1+5544,fsrq,209.7845,55.7479,1,1
4FGL_J1958.0-3845,fsrq,299.5026,-38.7547,1,1
4FGL_J1638.1+5721,fsrq,249.5251,57.3577,1,1
4FGL_J2329.3-4733,fsrq,352.3394,-47.5558,1,1
4FGL_J0533.8-3749,fsrq,83.4749,-37.8309,1,1
4FGL_J0635.6-7518,fsrq,98.9022,-75.3046,1,1
4FGL_J1324.9+4748,fsrq,201.2398,47.8086,1,1
4FGL_J0438.4-1254,fsrq,69.6099,-12.9053,1,1
4FGL_J1208.9+5441,fsrq,182.2261,54.6995,1,1
4FGL_J1734.3+3858,fsrq,263.5984,38.9763,1,1
4FGL_J0539.9-2839,fsrq,84.9952,-28.6585,1,1
4FGL_J2354.9+8151,fsrq,358.7412,81.8666,1,1
4FGL_J1736.6+0628,fsrq,264.1747,6.4750,1,1
4FGL_J0158.8+0101,fsrq,29.7040,1.0247,1,1
4FGL_J0909.7-0230,fsrq,137.4464,-2.5143,1,1
4FGL_J1303.6-4622,fsrq,195.9238,-46.3675,1,1
4FGL_J0958.0+3222,fsrq,149.5219,32.3690,1,1
4FGL_J1119.0+1235,fsrq,169.7655,12.5866,1,1
4FGL_J1209.8+1810,fsrq,182.4664,18.1776,1,1
4FGL_J1007.6-3332,fsrq,151.9117,-33.5432,1,1
4FGL_J1514.8-4748,fsrq,228.7002,-47.8141,1,1
4FGL_J2338.0-0230,fsrq,354.5085,-2.5106,1,1
4FGL_J0058.4+3315,fsrq,14.6101,33.2505,1,1
4FGL_J1205.7-2635,fsrq,181.4322,-26.5946,1,1
4FGL_J1311.0+3233,fsrq,197.7598,32.5565,1,1
4FGL_J0314.6-6549,fsrq,48.6590,-65.8178,1,1
4FGL_J1131.0+3815,fsrq,172.7545,38.2565,1,1
4FGL_J1254.9+1138,fsrq,193.7334,11.6495,1,1
4FGL_J1125.9+2005,fsrq,171.4912,20.0912,1,1
4FGL_J0709.7-0255,fsrq,107.4451,-2.9301,1,1
4FGL_J1722.7+1014,fsrq,260.6860,10.2346,1,1
4FGL_J0533.3+4823,fsrq,83.3338,48.3834,1,1
4FGL_J1359.4+0202,fsrq,209.8588,2.0424,1,1
4FGL_J2158.1-1501,fsrq,329.5275,-15.0237,1,1
4FGL_J0416.5-1852,fsrq,64.1373,-18.8724,1,1
4FGL_J2325.4-3559,fsrq,351.3586,-35.9878,1,1
4FGL_J1656.3-3301,fsrq,254.0946,-33.0189,1,1
4FGL_J0058.0-0539,fsrq,14.5108,-5.6550,1,1
4FGL_J1159.3-2142,fsrq,179.8432,-21.7038,1,1
4FGL_J0808.2-0751,fsrq,122.0650,-7.8556,1,1
4FGL_J0202.6-0258,fsrq,30.6701,-2.9825,1,1
4FGL_J0303.3-7913,fsrq,45.8409,-79.2236,1,1
4FGL_J1724.9+7654,fsrq,261.2331,76.9152,1,1
4FGL_J2108.5+1434,fsrq,317.1476,14.5812,1,1
4FGL_J1038.8-5312,fsrq,159.7129,-53.2069,1,1
4FGL_J1724.1+3304,fsrq,261.0472,33.0691,1,1
4FGL_J1339.1-2620,fsrq,204.7991,-26.3351,1,1
4FGL_J1344.0+6605,fsrq,206.0145,66.0974,1,1
4FGL_J0723.5+2900,fsrq,110.8852,29.0075,1,1
4FGL_J2358.3-1021,fsrq,359.5822,-10.3616,1,1
4FGL_J1308.5+3547,fsrq,197.1286,35.7918,1,1
4FGL_J0852.2+2834,fsrq,133.0665,28.5738,1,1
4FGL_J0205.0-1700,fsrq,31.2637,-17.0022,1,1
4FGL_J1434.7+1950,fsrq,218.6750,19.8478,1,1
4FGL_J1102.9+3014,fsrq,165.7401,30.2439,1,1
4FGL_J0220.2+3246,fsrq,35.0730,32.7793,1,1
4FGL_J1408.9-0751,fsrq,212.2356,-7.8575,1,1
4FGL_J1015.6+5553,fsrq,153.9105,55.8893,1,1
4FGL_J0011.4+0057,fsrq,2.8551,0.9646,1,1
4FGL_J0251.5-5958,fsrq,42.8976,-59.9739,1,1
4FGL_J0132.7-1654,fsrq,23.1760,-16.9103,1,1
4FGL_J0226.5+0938,fsrq,36.6313,9.6351,1,1
4FGL_J0126.0-2221,fsrq,21.5204,-22.3610,1,1
4FGL_J1154.0+6018,fsrq,178.5190,60.3107,1,1
4FGL_J0116.0-1136,fsrq,19.0006,-11.6060,1,1
4FGL_J0922.4-0528,fsrq,140.6123,-5.4747,1,1
4FGL_J1345.8+0706,fsrq,206.4648,7.1072,1,1
4FGL_J0342.2+3858,fsrq,55.5730,38.9780,1,1
4FGL_J2015.4+6556,fsrq,303.8626,65.9489,1,1
4FGL_J1257.8+3228,fsrq,194.4728,32.4721,1,1
4FGL_J0405.6-1308,fsrq,61.4189,-13.1438,1,1
4FGL_J1232.5+4821,fsrq,188.1309,48.3521,1,1
4FGL_J0748.6+2400,fsrq,117.1638,24.0166,1,1
4FGL_J2212.8+0647,fsrq,333.2143,6.7864,1,1
4FGL_J0016.5+1702,fsrq,4.1396,17.0389,1,1
4FGL_J1014.8+2257,fsrq,153.7159,22.9545,1,1
4FGL_J0829.4+0857,fsrq,127.3535,8.9562,1,1
4FGL_J1756.6+1553,fsrq,269.1662,15.8969,1,1
4FGL_J1006.7-2159,fsrq,151.6931,-21.9910,1,1
4FGL_J0359.6+5057,fsrq,59.9158,50.9590,1,1
4FGL_J1450.4+0910,fsrq,222.6235,9.1818,1,1
4FGL_J0115.1-0129,fsrq,18.7859,-1.4962,1,1
4FGL_J0145.0-2732,fsrq,26.2585,-27.5363,1,1
4FGL_J1310.5+3221,fsrq,197.6324,32.3547,1,1
4FGL_J0113.4+4948,fsrq,18.3682,49.8054,1,1
4FGL_J0217.4+7352,fsrq,34.3533,73.8804,1,1
4FGL_J1550.7+0528,fsrq,237.6965,5.4725,1,1
4FGL_J0242.3+1102,fsrq,40.5951,11.0477,1,1
4FGL_J0108.6+0134,fsrq,17.1695,1.5819,1,1
